x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,label
0.0,0.0,0.0,-0.06246745586395264,-0.029257893562316895,-0.024223165367743604,-0.11237281560897827,-0.09879893064498901,-0.0373671685950967,-0.14256978034973145,-0.1650344729423523,-0.04998509191443645,-0.17354100942611694,-0.20893824100494385,-0.0625441593723508,-0.07951784133911133,-0.25457435846328735,-0.013105788980624311,-0.10107547044754028,-0.3417525291442871,-0.02712314554025852,-0.11267596483230591,-0.39623087644577026,-0.04172308721115314,-0.12287354469299316,-0.44606542587280273,-0.053795423139831655,-0.039647817611694336,-0.28003990650177,-0.015643289093873136,-0.047882258892059326,-0.3917797803878784,-0.026336844791671865,-0.053362369537353516,-0.4619152545928955,-0.03862696864177906,-0.05990040302276611,-0.5175095796585083,-0.049635030110380285,-0.0015904903411865234,-0.2745417058467865,-0.022521422957083814,0.000602424144744873,-0.3760334849357605,-0.03548431002070629,-0.0013911724090576172,-0.44393277168273926,-0.05028082408477985,-0.0062479376792907715,-0.5007211863994598,-0.06180631719996654,0.034532904624938965,-0.2479836344718933,-0.032061025281450384,0.04894477128982544,-0.3301785886287689,-0.0432749872701379,0.05673050880432129,-0.38512441515922546,-0.05215058453848087,0.059634625911712646,-0.43560901284217834,-0.05979248486926281,Hello
0.0,0.0,0.0,-0.06260442733764648,-0.027200818061828613,-0.024575132681484035,-0.11242455244064331,-0.09481942653656006,-0.03814476336395245,-0.14208102226257324,-0.16002768278121948,-0.051217343463058285,-0.1729745864868164,-0.20277917385101318,-0.06421829740559559,-0.07857513427734375,-0.2510406970977783,-0.013488042904491238,-0.10091429948806763,-0.33709728717803955,-0.027499591736550144,-0.11262434720993042,-0.39060497283935547,-0.042101789070720486,-0.12267100811004639,-0.43884313106536865,-0.05418232808863621,-0.03929555416107178,-0.27687275409698486,-0.01570085230326157,-0.049109041690826416,-0.38658368587493896,-0.02642414513086777,-0.055606842041015625,-0.4558306336402893,-0.03877682219302159,-0.06306636333465576,-0.5095773041248322,-0.049892179472799114,-0.0015222430229187012,-0.27231115102767944,-0.0222287548617075,-0.0009964704513549805,-0.3728826642036438,-0.035155139668340496,-0.0038644075393676758,-0.44000765681266785,-0.04970514009749394,-0.009286344051361084,-0.49519193172454834,-0.061080310298557094,0.03444957733154297,-0.24704766273498535,-0.031448270930404476,0.04680758714675903,-0.32865744829177856,-0.04253265242135029,0.053758442401885986,-0.38269078731536865,-0.051254123254175,0.05604130029678345,-0.4314296543598175,-0.0587817838326643,Hello
0.0,0.0,0.0,-0.06160169839859009,-0.026226043701171875,-0.022305008909142998,-0.11087054014205933,-0.09346383810043335,-0.03439897946122983,-0.1389978528022766,-0.15806233882904053,-0.04616984254721501,-0.16719841957092285,-0.20412731170654297,-0.05782679370645383,-0.08009833097457886,-0.2442408800125122,-0.011760603590346363,-0.1019253134727478,-0.3291415274143219,-0.025755685707963494,-0.11443507671356201,-0.3820127546787262,-0.040236151731050995,-0.12574893236160278,-0.42987751960754395,-0.05193754932884076,-0.04183757305145264,-0.27058497071266174,-0.01454577590379813,-0.05091667175292969,-0.3788609504699707,-0.024676470971144226,-0.057594239711761475,-0.4466160535812378,-0.03662870354060033,-0.06535273790359497,-0.49962690472602844,-0.047349191224611786,-0.00510019063949585,-0.2672799825668335,-0.02144523239735463,-0.003945887088775635,-0.36631080508232117,-0.033441218501366166,-0.007477462291717529,-0.43096792697906494,-0.04721972248557904,-0.014134526252746582,-0.48401153087615967,-0.058054423844851044,0.030015885829925537,-0.24348503351211548,-0.030854920810497788,0.04087531566619873,-0.32503247261047363,-0.04137077084783414,0.04595959186553955,-0.37921732664108276,-0.049513130402601746,0.04663550853729248,-0.42788398265838623,-0.05646025291684964,Hello
0.0,0.0,0.0,-0.06001240015029907,-0.02374422550201416,-0.02126686107931164,-0.10814470052719116,-0.08773738145828247,-0.03277429212448624,-0.13788974285125732,-0.14871037006378174,-0.0440477246474984,-0.16657739877700806,-0.190371572971344,-0.05527791772601631,-0.07893180847167969,-0.23276615142822266,-0.011066133348322182,-0.10015380382537842,-0.3166999816894531,-0.02386586387274292,-0.11210542917251587,-0.36933305859565735,-0.03730950523731735,-0.12236970663070679,-0.41679102182388306,-0.04832225684640434,-0.0426369309425354,-0.25828081369400024,-0.013492008863067895,-0.05277585983276367,-0.3628266751766205,-0.022867053939080506,-0.059677064418792725,-0.42889851331710815,-0.03422820587275055,-0.06716662645339966,-0.48027303814888,-0.04443362001893547,-0.007325649261474609,-0.2567404508590698,-0.01978408750710514,-0.00914144515991211,-0.35404375195503235,-0.030560877366042405,-0.013293743133544922,-0.41681504249572754,-0.04333531130669144,-0.019840002059936523,-0.46709585189819336,-0.05342860911605385,0.02657902240753174,-0.23620307445526123,-0.028535502223348885,0.03360563516616821,-0.3172042965888977,-0.037860028637624055,0.03660690784454346,-0.37089550495147705,-0.04526114110467461,0.035789430141448975,-0.41831210255622864,-0.051627699477649,Hello
0.0,0.0,0.0,-0.05839604139328003,-0.03598290681838989,-0.02003201179777392,-0.10327225923538208,-0.10601687431335449,-0.030807551821816048,-0.12872344255447388,-0.17193210124969482,-0.041813191851723275,-0.15474450588226318,-0.21727335453033447,-0.05272416480456599,-0.06962311267852783,-0.2417345643043518,-0.008475831603753647,-0.08832371234893799,-0.32688841223716736,-0.020713501503813347,-0.09694594144821167,-0.37831583619117737,-0.03372158937727221,-0.10311508178710938,-0.425936222076416,-0.044446323892223916,-0.032321810722351074,-0.2625194787979126,-0.011327871946740231,-0.0390169620513916,-0.3671880066394806,-0.020171862920868477,-0.04212385416030884,-0.43054133653640747,-0.03037238203560122,-0.04531794786453247,-0.4805328845977783,-0.03966052540217646,0.0031148195266723633,-0.25777602195739746,-0.018137927061069092,0.0023415088653564453,-0.3554427921772003,-0.02854403749679335,0.0005743503570556641,-0.4156121611595154,-0.03931944899832018,-0.0024779438972473145,-0.4645017981529236,-0.047781483164179406,0.03692132234573364,-0.23497509956359863,-0.027548189168918213,0.046220242977142334,-0.3139691650867462,-0.035729781618464074,0.05115616321563721,-0.36530715227127075,-0.04157628574048289,0.05348855257034302,-0.4110122323036194,-0.046874702802050194,Hello
0.0,0.0,0.0,-0.056351661682128906,-0.03985804319381714,-0.018788984109434637,-0.09878146648406982,-0.11448061466217041,-0.028362738032612356,-0.12436264753341675,-0.18217706680297852,-0.03807942761925176,-0.15142500400543213,-0.22630786895751953,-0.047931118001017126,-0.06325048208236694,-0.2425169050693512,-0.007865139347288164,-0.07959151268005371,-0.3278886377811432,-0.019345814426216634,-0.08697718381881714,-0.3799925744533539,-0.03161091177609876,-0.09182822704315186,-0.4276331663131714,-0.041812947083982976,-0.025794804096221924,-0.2599649131298065,-0.010871960845562967,-0.029418885707855225,-0.36512768268585205,-0.01936203061488584,-0.030960381031036377,-0.42954355478286743,-0.029154719848904165,-0.03185015916824341,-0.48049983382225037,-0.038187773962292226,0.009140253067016602,-0.25197941064834595,-0.01773246197846845,0.012042045593261719,-0.3490109145641327,-0.02815198532191232,0.012379288673400879,-0.4106229543685913,-0.03949561907795385,0.01183229684829712,-0.4616127014160156,-0.04848966940191701,0.04136782884597778,-0.22603929042816162,-0.026940962363752874,0.054895639419555664,-0.3025048077106476,-0.03499239875820592,0.062040746212005615,-0.3532460927963257,-0.04111120669988111,0.06667578220367432,-0.4002971649169922,-0.046913115371737035,Hello
0.0,0.0,0.0,-0.05631059408187866,-0.028152525424957275,-0.021262156128305065,-0.1008259654045105,-0.09144443273544312,-0.03209540648700582,-0.12604987621307373,-0.15603023767471313,-0.042410787477511036,-0.1469043493270874,-0.20690494775772095,-0.05216800449730741,-0.08250516653060913,-0.22285842895507812,-0.011318194962459671,-0.10421758890151978,-0.30568939447402954,-0.02469726121367799,-0.1139596700668335,-0.356815367937088,-0.037600178554075825,-0.12104064226150513,-0.404521644115448,-0.047982450857180226,-0.04671889543533325,-0.2473680078983307,-0.01316158036084758,-0.058508992195129395,-0.3502625524997711,-0.023428365870731938,-0.06430214643478394,-0.4121953845024109,-0.03337618736864911,-0.06936508417129517,-0.46179094910621643,-0.04207782475592481,-0.011780977249145508,-0.24693229794502258,-0.0190370756232916,-0.01643240451812744,-0.3428542912006378,-0.03071314497234212,-0.02033597230911255,-0.40259915590286255,-0.041085358991640675,-0.025149822235107422,-0.4525325149297714,-0.049003772720116245,0.02215754985809326,-0.2292580008506775,-0.027430881097334492,0.02702432870864868,-0.30866774916648865,-0.037243392601030934,0.02852916717529297,-0.36059442162513733,-0.04348305641056882,0.02813720703125,-0.40834033489227295,-0.04872290445806371,Hello
0.0,0.0,0.0,-0.057530105113983154,0.015519857406616211,-0.01850435069806622,-0.10521769523620605,-0.006201565265655518,-0.027145675635409816,-0.13112199306488037,-0.049844324588775635,-0.0354725357801442,-0.15021663904190063,-0.09098118543624878,-0.04312149926133202,-0.10945302248001099,-0.14018452167510986,-0.005514544221085771,-0.14439445734024048,-0.1997869610786438,-0.01658123477406548,-0.164564847946167,-0.2374534010887146,-0.028313598847461208,-0.18152189254760742,-0.2717680037021637,-0.037585039874983295,-0.08338391780853271,-0.18232977390289307,-0.007672390686792596,-0.11587148904800415,-0.26295164227485657,-0.015920200637054904,-0.13555479049682617,-0.3122035264968872,-0.02655759385831402,-0.15157639980316162,-0.3507390022277832,-0.035619733175707324,-0.05406111478805542,-0.20240336656570435,-0.013707003808093532,-0.07676917314529419,-0.2824248671531677,-0.02397646500773476,-0.09440702199935913,-0.3307529389858246,-0.03551211698956536,-0.10945063829421997,-0.3682922273874283,-0.04397474720187233,-0.021235942840576172,-0.20821508765220642,-0.02191819927699612,-0.03477233648300171,-0.28161925077438354,-0.03107265128798531,-0.04561358690261841,-0.3281588554382324,-0.03783664598174141,-0.05670720338821411,-0.3687339276075363,-0.04308266683526085,Hello
0.0,0.0,0.0,-0.051904261112213135,0.03293508291244507,-0.016575051566693588,-0.09904605150222778,0.026472091674804688,-0.023719171157214447,-0.1277831792831421,-0.008059084415435791,-0.031016655361387535,-0.1468070149421692,-0.04310065507888794,-0.037603532990548416,-0.11411255598068237,-0.08533519506454468,-0.0020057566949311934,-0.1498481035232544,-0.13220149278640747,-0.01227497691485624,-0.17025423049926758,-0.16029834747314453,-0.023486953323814674,-0.18791353702545166,-0.18873333930969238,-0.0328232032266591,-0.09821909666061401,-0.12801575660705566,-0.003995370214912697,-0.1382027268409729,-0.18447768688201904,-0.013203285729620262,-0.16240346431732178,-0.21716544032096863,-0.024570878690216347,-0.1828949749469757,-0.2460896074771881,-0.034089459201428696,-0.0767970085144043,-0.15858221054077148,-0.009547678848836227,-0.11297178268432617,-0.21615082025527954,-0.020054956993195816,-0.1359385848045349,-0.24849385023117065,-0.030148593803975388,-0.1549932360649109,-0.2750551700592041,-0.037576386800143524,-0.049301981925964355,-0.18115732073783875,-0.017235543673965736,-0.07779181003570557,-0.23166576027870178,-0.026344116872284218,-0.09784650802612305,-0.2620859146118164,-0.03233282091293077,-0.11607718467712402,-0.2899772524833679,-0.037024526020619675,Hello
0.0,0.0,0.0,-0.05141794681549072,0.03220927715301514,-0.016956565407859614,-0.09812414646148682,0.02483665943145752,-0.024169302983032992,-0.12665557861328125,-0.009256243705749512,-0.031469292444931796,-0.1452140212059021,-0.0448952317237854,-0.03793549860809975,-0.11285519599914551,-0.08655610680580139,-0.0019086833063610698,-0.14917659759521484,-0.13180950284004211,-0.01209357331489258,-0.16999071836471558,-0.15900146961212158,-0.023168703047382166,-0.1876106858253479,-0.1866445541381836,-0.032297919941889575,-0.09705734252929688,-0.12896543741226196,-0.0035295949502014423,-0.13749843835830688,-0.18386143445968628,-0.012393067097114852,-0.16160356998443604,-0.21599695086479187,-0.02320417712424927,-0.1813058853149414,-0.24401596188545227,-0.032245940966355136,-0.07558763027191162,-0.1595909297466278,-0.008809597668992808,-0.11194008588790894,-0.21660354733467102,-0.018997482461678317,-0.13469767570495605,-0.24878820776939392,-0.028508485732423594,-0.1532590389251709,-0.2752038836479187,-0.0354726607630127,-0.04801607131958008,-0.18252378702163696,-0.016293363151895335,-0.07628810405731201,-0.23307207226753235,-0.025001825270997813,-0.0960574746131897,-0.2632247805595398,-0.03047900970076256,-0.11385393142700195,-0.2909870147705078,-0.03475056911801033,Hello
